Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Study_Efficiency,High_Support,Family_Education_Support,Exam_Score
9,77,1,0,1,83,2,1,1,0,1,1,1,0,0.10714285714285714,0,0,62
30,91,2,0,1,95,1,1,2,0,2,0,0,2,0.3125,0,0,75
21,61,2,1,1,93,1,1,1,0,0,0,1,2,0.22340425531914893,0,0,63
6,80,2,2,1,92,1,5,1,2,1,0,2,1,0.06451612903225806,0,0,65
24,77,2,0,0,80,0,1,1,0,2,1,1,1,0.2962962962962963,0,0,68
17,61,2,0,0,72,1,1,2,0,1,0,1,1,0.2328767123287671,0,0,62
20,83,0,2,0,89,2,3,1,0,0,0,1,2,0.2222222222222222,0,0,69
23,77,1,2,1,96,2,1,0,2,1,1,0,2,0.23711340206185566,0,0,67
22,88,2,2,0,68,2,2,2,2,1,1,1,2,0.3188405797101449,0,0,66
11,84,2,1,1,59,1,2,2,2,2,0,1,2,0.18333333333333332,0,0,64
21,97,2,2,1,63,2,0,2,2,2,0,1,1,0.328125,0,0,69
26,94,1,2,0,56,1,1,0,2,0,0,0,2,0.45614035087719296,0,0,69
27,65,2,2,1,51,2,2,0,2,2,0,2,1,0.5192307692307693,0,0,66
19,99,0,2,0,52,2,1,2,2,1,0,1,2,0.3584905660377358,0,0,70
24,84,0,0,0,93,2,3,0,2,1,0,1,0,0.2553191489361702,1,0,72
14,85,1,2,0,89,2,2,2,0,2,0,0,1,0.15555555555555556,0,0,67
26,64,2,2,1,62,0,3,2,0,0,0,1,2,0.4126984126984127,0,0,66
22,92,2,1,1,74,0,2,2,1,2,0,0,1,0.29333333333333333,0,0,70
13,97,2,2,1,81,2,3,1,2,1,0,1,0,0.15853658536585366,0,0,68
18,66,0,2,1,96,2,0,1,2,1,0,1,1,0.18556701030927836,0,0,64
22,98,1,2,0,56,0,1,0,2,1,0,0,2,0.38596491228070173,0,0,70
12,81,0,0,1,82,1,1,2,0,2,0,1,0,0.14457831325301204,0,0,66
18,85,2,1,1,55,0,3,2,0,1,0,1,2,0.32142857142857145,0,0,67
17,92,2,0,0,89,2,0,1,1,2,1,1,2,0.18888888888888888,0,0,68
23,78,2,2,1,74,1,3,2,2,0,0,1,1,0.30666666666666664,0,0,67
25,94,0,0,0,96,0,6,2,2,0,1,1,0,0.25773195876288657,1,0,74
14,75,2,2,1,95,2,0,2,2,2,0,0,1,0.14583333333333334,0,0,82
3,70,2,2,1,58,2,0,2,2,1,0,1,1,0.05084745762711865,0,0,58
20,95,1,2,1,64,1,2,2,0,1,0,1,2,0.3076923076923077,0,0,68
13,80,1,0,1,66,0,2,1,2,0,0,1,1,0.19402985074626866,1,0,64
24,71,2,1,0,80,2,2,2,0,2,0,1,2,0.2962962962962963,0,0,66
18,94,2,0,1,82,2,3,2,2,0,1,0,2,0.21686746987951808,1,0,70
15,75,2,0,1,91,0,0,2,0,1,0,0,1,0.16304347826086957,0,0,67
24,78,0,1,1,94,1,0,1,0,1,0,1,1,0.25263157894736843,0,0,67
8,96,2,2,1,100,0,1,0,2,0,0,1,1,0.07920792079207921,0,0,68
17,97,1,0,1,90,1,2,2,1,0,0,1,1,0.18681318681318682,1,0,69
21,94,0,0,0,94,2,2,1,0,1,0,0,2,0.22105263157894736,1,0,73
32,76,2,2,0,63,2,0,2,1,2,0,1,2,0.5,0,0,68
28,80,0,0,0,88,2,2,0,2,0,0,1,2,0.3146067415730337,1,0,72
23,61,0,1,1,73,2,1,2,2,2,0,0,2,0.3108108108108108,0,0,65
18,69,1,2,0,59,1,1,1,2,2,0,1,2,0.3,0,0,60
17,64,1,0,0,69,2,1,2,2,0,0,1,2,0.24285714285714285,0,0,62
27,97,0,0,1,66,1,1,1,2,2,0,1,0,0.40298507462686567,0,0,73
24,63,2,1,0,99,1,0,1,2,2,0,1,1,0.24,0,0,62
28,94,2,0,0,60,1,1,1,2,2,0,1,2,0.45901639344262296,0,0,71
21,93,2,2,1,56,2,1,1,2,2,0,1,2,0.3684210526315789,0,0,68
30,85,1,2,0,83,2,2,2,2,2,0,0,2,0.35714285714285715,0,0,71
13,62,1,2,1,87,2,1,1,2,0,0,0,1,0.14772727272727273,0,0,60
19,99,0,2,1,100,2,1,1,2,2,0,1,1,0.18811881188118812,0,0,72
28,78,0,1,1,73,1,3,1,2,2,0,1,1,0.3783783783783784,0,0,68
19,64,2,0,1,71,2,1,0,2,1,0,1,2,0.2638888888888889,0,0,65
13,92,2,0,1,70,1,4,1,2,1,0,1,2,0.18309859154929578,1,0,68
19,68,2,2,1,80,2,0,2,2,1,1,1,1,0.2345679012345679,0,0,78
14,67,0,1,0,87,2,1,2,2,2,0,1,2,0.1590909090909091,0,0,63
22,94,1,1,0,53,0,1,2,0,1,0,0,2,0.4074074074074074,0,0,68
28,93,1,0,1,90,2,1,1,2,2,1,1,2,0.3076923076923077,0,0,71
23,93,2,1,0,87,2,2,2,2,1,0,1,1,0.26136363636363635,0,0,70
10,75,2,2,0,87,1,2,2,2,2,1,1,2,0.11363636363636363,0,0,63
20,95,2,2,0,76,2,0,1,0,2,0,1,1,0.2597402597402597,0,0,69
25,79,2,2,1,64,2,0,1,2,1,0,0,0,0.38461538461538464,0,0,66
16,95,1,2,1,69,1,2,1,0,1,1,0,2,0.22857142857142856,0,0,67
26,74,2,2,0,69,2,2,1,0,2,0,2,1,0.37142857142857144,0,0,68
7,98,2,1,1,58,2,2,2,2,1,1,0,2,0.11864406779661017,0,0,65
14,79,0,2,1,59,2,5,2,0,2,0,2,0,0.23333333333333334,0,1,68
16,85,1,0,1,86,1,2,0,2,1,0,1,2,0.1839080459770115,1,0,68
14,94,2,2,0,83,0,2,1,0,2,0,2,1,0.16666666666666666,0,0,70
19,74,2,2,1,85,2,1,1,2,2,0,2,1,0.22093023255813954,0,0,67
13,87,1,2,1,98,1,0,0,0,2,1,2,1,0.13131313131313133,0,0,66
13,84,2,2,1,51,0,0,1,2,0,0,1,2,0.25,0,0,64
12,72,2,2,0,50,0,1,1,2,2,0,0,2,0.23529411764705882,0,0,62
21,93,2,0,1,67,0,1,2,0,2,0,2,2,0.3088235294117647,0,0,73
27,76,1,0,1,67,2,1,2,2,2,0,1,2,0.39705882352941174,0,0,69
26,83,1,1,0,70,0,2,2,0,0,1,1,1,0.36619718309859156,0,0,65
20,62,0,2,1,78,2,1,0,2,2,0,1,1,0.25316455696202533,0,0,64
22,85,2,2,1,79,1,1,1,1,2,0,1,2,0.275,0,0,68
17,96,2,1,1,79,1,3,2,2,1,0,2,1,0.2125,0,0,68
22,95,2,2,0,85,2,0,2,2,2,0,0,2,0.2558139534883721,0,0,71
24,96,0,0,0,75,1,1,2,2,2,0,0,1,0.3157894736842105,0,0,72
18,66,0,2,1,68,1,1,2,0,2,1,1,0,0.2608695652173913,0,0,61
10,77,2,0,0,99,2,0,2,0,1,1,1,2,0.1,0,0,64
30,72,0,0,1,63,2,1,1,2,1,0,2,2,0.46875,0,1,70
18,90,1,2,0,88,1,1,2,2,0,0,1,1,0.20224719101123595,0,0,65
20,60,2,2,0,73,0,4,2,2,0,0,0,2,0.2702702702702703,0,0,65
21,99,2,0,1,53,2,0,2,1,1,0,2,2,0.3888888888888889,0,0,71
25,62,2,1,0,61,0,1,2,2,2,0,2,1,0.4032258064516129,0,0,64
27,67,1,2,0,54,2,0,2,1,0,0,1,0,0.4909090909090909,0,0,61
20,90,2,2,0,78,0,0,2,0,2,1,2,0,0.25316455696202533,0,0,69
22,85,2,0,0,97,0,0,2,0,0,0,0,1,0.22448979591836735,0,0,70
25,66,2,0,1,84,1,2,0,2,2,0,1,2,0.29411764705882354,1,0,67
19,85,2,2,0,70,1,4,0,2,1,0,1,1,0.2676056338028169,0,0,68
11,99,2,1,1,88,2,2,1,2,1,0,1,1,0.12359550561797752,0,0,67
21,95,2,2,0,62,0,1,2,1,2,0,1,2,0.3333333333333333,0,0,70
16,66,0,0,0,99,2,1,1,0,2,0,1,1,0.16,0,0,66
22,79,2,2,0,76,2,1,1,2,2,0,1,2,0.2857142857142857,0,0,67
24,91,2,1,1,76,0,1,1,1,2,0,0,2,0.3116883116883117,0,0,70
16,95,2,0,1,52,2,0,1,2,2,0,2,1,0.3018867924528302,0,0,69
13,85,2,0,1,88,2,2,2,0,2,0,1,1,0.14606741573033707,1,0,68
20,81,2,2,1,60,1,3,2,2,2,1,1,2,0.32786885245901637,0,0,66
11,73,2,2,0,67,2,3,2,0,2,1,2,2,0.16176470588235295,0,0,63
20,73,0,2,1,84,0,0,2,2,2,0,1,1,0.23529411764705882,0,0,67
22,98,2,1,1,52,2,3,2,2,2,0,0,2,0.41509433962264153,0,0,70
13,63,1,2,0,88,2,0,1,2,0,0,1,2,0.14606741573033707,0,0,59
24,82,2,0,0,50,2,0,2,2,2,0,2,1,0.47058823529411764,0,0,68
28,87,2,2,0,52,2,4,1,1,1,0,2,2,0.5283018867924528,0,0,70
14,84,2,2,0,82,2,3,1,2,2,0,0,0,0.1686746987951807,0,0,66
28,92,2,2,1,87,1,1,1,1,2,0,1,2,0.3181818181818182,0,0,71
25,94,0,0,0,71,1,4,2,0,0,0,0,2,0.3472222222222222,1,0,74
32,76,1,1,1,96,1,0,1,0,1,0,1,1,0.32989690721649484,0,0,67
16,71,0,2,1,73,2,1,2,2,1,1,1,2,0.21621621621621623,0,0,63
16,97,2,2,1,92,1,0,0,2,2,0,0,2,0.17204301075268819,0,0,71
18,65,2,2,1,53,2,1,2,2,2,1,2,2,0.3333333333333333,0,0,63
14,62,2,2,1,97,0,0,2,2,2,0,1,1,0.14285714285714285,0,0,62
35,84,1,2,1,92,0,6,1,0,0,0,1,1,0.3763440860215054,0,0,74
11,60,2,0,0,59,0,2,1,2,2,0,0,1,0.18333333333333332,1,0,60
17,91,0,1,1,84,2,7,1,0,1,1,0,1,0.2,0,0,71
21,88,0,1,0,86,2,1,1,2,2,0,1,1,0.2413793103448276,0,0,68
30,84,0,2,1,94,2,1,1,0,2,1,1,2,0.3157894736842105,0,0,72
26,100,0,0,0,74,1,1,2,2,1,0,1,0,0.3466666666666667,0,0,72
21,74,2,0,1,83,1,1,0,2,1,0,1,1,0.25,0,0,67
22,65,1,2,0,98,0,4,2,2,1,0,1,2,0.2222222222222222,0,0,66
19,74,0,0,1,96,2,2,0,2,1,0,0,2,0.1958762886597938,1,0,69
22,84,2,2,1,59,2,0,0,0,2,0,0,2,0.36666666666666664,0,0,69
19,99,1,1,0,100,2,0,0,1,0,0,2,2,0.18811881188118812,0,0,69
13,70,0,0,0,81,2,2,2,1,2,0,2,2,0.15853658536585366,1,1,66
10,81,1,2,1,98,2,2,1,2,1,0,0,2,0.10101010101010101,0,0,65
24,83,0,2,1,52,0,1,2,0,2,0,0,2,0.4528301886792453,0,0,71
14,96,2,1,0,76,2,0,1,0,1,0,1,1,0.18181818181818182,0,0,66
26,98,2,2,0,54,2,0,1,0,1,0,2,2,0.4727272727272727,0,0,71
29,90,1,2,1,95,2,0,0,0,1,1,1,2,0.3020833333333333,0,0,71
28,69,2,1,0,98,2,0,2,2,2,0,1,2,0.2828282828282828,0,0,67
20,71,0,2,0,52,0,1,2,0,1,0,1,1,0.37735849056603776,0,0,65
16,100,2,2,1,65,0,1,0,2,2,1,0,1,0.24242424242424243,0,0,69
17,72,2,0,1,74,1,2,0,2,2,0,2,0,0.22666666666666666,1,0,67
15,72,0,0,0,50,2,2,2,2,1,0,1,2,0.29411764705882354,1,0,65
14,75,2,2,1,75,2,0,1,0,1,0,1,2,0.18421052631578946,0,0,64
22,98,2,1,1,69,2,4,0,2,2,0,1,2,0.3142857142857143,0,0,72
17,88,2,0,1,100,2,1,1,0,2,0,2,2,0.16831683168316833,0,0,71
21,76,2,2,0,81,2,0,2,0,2,0,0,1,0.25609756097560976,0,0,67
25,77,0,2,1,70,2,0,2,2,1,0,1,2,0.352112676056338,0,0,68
22,68,2,0,0,92,0,2,0,2,1,0,1,2,0.23655913978494625,1,0,68
18,71,2,2,1,72,1,0,1,2,1,0,1,2,0.2465753424657534,0,0,63
20,70,0,2,0,75,1,3,2,2,1,0,0,1,0.2631578947368421,0,0,66
28,78,0,2,0,87,1,2,1,2,2,0,2,2,0.3181818181818182,0,1,71
18,75,0,2,1,80,2,2,1,0,1,0,1,2,0.2222222222222222,0,0,67
18,94,0,0,1,81,2,0,0,1,0,0,1,2,0.21951219512195122,0,0,71
17,87,2,2,1,91,0,3,1,0,2,1,0,2,0.18478260869565216,0,0,70
22,64,1,2,1,60,2,1,0,0,1,0,1,2,0.36065573770491804,0,0,63
26,72,0,2,0,81,0,0,2,0,1,0,1,2,0.3170731707317073,0,0,68
17,93,1,2,1,93,1,2,2,2,2,0,1,2,0.18085106382978725,0,0,69
22,69,1,2,0,98,1,0,1,2,2,0,2,1,0.2222222222222222,0,0,64
24,71,1,0,1,64,2,1,2,2,1,0,0,2,0.36923076923076925,0,0,66
23,92,0,0,0,58,2,2,1,2,1,0,2,2,0.3898305084745763,1,1,71
25,63,2,0,1,72,2,3,2,0,0,0,0,0,0.3424657534246575,1,0,67
20,79,2,2,1,71,2,1,2,0,1,0,0,2,0.2777777777777778,0,0,68
16,90,2,0,1,100,1,1,0,2,0,0,1,1,0.15841584158415842,0,0,69
14,81,2,0,1,64,1,2,0,0,1,0,1,0,0.2153846153846154,1,0,64
22,70,0,1,0,83,1,0,2,2,2,0,0,1,0.2619047619047619,0,0,65
15,91,2,0,1,72,1,1,0,0,1,0,1,2,0.2054794520547945,0,0,69
19,84,0,2,0,63,2,0,1,2,0,0,0,0,0.296875,0,0,65
19,86,2,2,1,93,1,1,1,0,2,0,0,2,0.20212765957446807,0,0,69
21,80,2,0,0,75,0,3,2,0,1,0,1,0,0.27631578947368424,1,0,69
21,93,2,1,1,80,2,3,0,2,1,0,1,1,0.25925925925925924,0,0,70
23,75,1,0,1,73,1,1,1,2,2,0,1,1,0.3108108108108108,0,0,65
21,93,2,2,1,67,2,1,0,2,2,0,1,2,0.3088235294117647,0,0,69
8,86,2,0,0,50,0,1,2,2,2,0,0,2,0.1568627450980392,0,0,65
21,92,2,2,0,56,2,0,1,2,1,0,1,1,0.3684210526315789,0,0,67
21,66,2,2,1,74,2,2,2,0,1,0,1,2,0.28,0,0,66
24,98,2,1,1,99,0,2,1,0,1,0,2,0,0.24,0,0,73
21,80,2,2,1,84,1,4,1,2,1,0,2,2,0.24705882352941178,0,0,69
25,73,2,2,1,75,1,0,2,2,2,0,0,2,0.32894736842105265,0,0,67
12,98,0,1,1,64,2,5,1,2,1,0,0,2,0.18461538461538463,0,0,69
18,67,2,0,1,78,1,2,2,2,0,1,1,2,0.22784810126582278,1,0,63
8,73,2,0,0,78,0,0,2,0,0,0,1,2,0.10126582278481013,0,0,63
22,62,0,2,0,54,2,3,1,2,1,0,2,2,0.4,0,1,65
16,82,0,0,1,75,1,3,2,2,1,0,0,1,0.21052631578947367,1,0,68
18,96,2,1,0,63,2,4,1,2,1,0,2,2,0.28125,0,0,70
22,79,0,2,0,100,2,4,0,0,0,0,0,2,0.21782178217821782,0,0,72
20,91,0,2,0,74,2,1,2,2,1,0,1,1,0.26666666666666666,0,0,69
10,94,0,1,0,71,2,1,0,2,2,0,1,1,0.1388888888888889,0,0,67
13,63,2,0,1,52,2,2,1,2,2,0,1,2,0.24528301886792453,1,0,62
21,97,2,2,1,53,2,0,0,2,1,0,1,1,0.3888888888888889,0,0,69
12,66,2,0,1,99,1,2,2,1,1,0,1,1,0.12,1,0,63
26,76,1,2,1,77,2,1,2,2,1,0,1,2,0.3333333333333333,0,0,68
19,84,2,2,1,69,2,2,2,1,1,0,0,2,0.2714285714285714,0,0,68
27,63,2,0,0,98,1,0,2,2,0,0,1,2,0.2727272727272727,0,0,66
19,78,0,0,0,55,2,0,2,2,1,0,1,1,0.3392857142857143,0,0,66
10,65,1,0,0,55,2,0,1,0,1,0,1,2,0.17857142857142858,0,0,59
29,83,2,2,0,55,0,2,1,1,0,0,1,2,0.5178571428571429,0,0,68
20,78,1,2,1,92,1,1,2,2,2,0,1,0,0.21505376344086022,0,0,65
25,95,0,0,1,57,2,2,0,2,0,0,0,1,0.43103448275862066,1,0,73
25,67,0,2,0,93,0,2,1,0,2,1,1,2,0.26595744680851063,0,0,68
20,74,2,2,1,51,0,2,2,2,0,0,0,2,0.38461538461538464,0,0,65
20,97,2,0,0,67,1,1,1,0,2,0,2,2,0.29411764705882354,0,0,71
27,76,0,0,1,68,2,1,2,2,1,0,2,1,0.391304347826087,0,1,71
17,91,2,1,1,86,1,1,2,2,1,1,2,1,0.19540229885057472,0,0,67
17,91,1,2,1,54,0,3,1,2,1,0,0,1,0.3090909090909091,0,0,67
11,96,0,0,0,60,2,2,1,2,1,0,1,2,0.18032786885245902,1,0,68
14,81,2,2,0,81,2,1,1,0,0,0,2,2,0.17073170731707318,0,0,66
18,61,1,2,1,67,2,5,0,0,2,0,2,2,0.2647058823529412,0,0,66
22,64,2,2,1,77,0,5,2,2,1,1,1,2,0.28205128205128205,0,0,66
19,62,2,2,1,86,1,1,0,2,2,0,0,2,0.21839080459770116,0,0,65
13,88,1,0,1,88,0,2,1,0,0,0,2,0,0.14606741573033707,1,0,68
29,90,2,2,1,83,2,0,2,0,2,0,1,2,0.34523809523809523,0,0,72
18,89,2,2,0,66,2,2,2,2,2,0,0,1,0.26865671641791045,0,0,68
17,84,1,0,0,85,2,1,2,1,2,0,0,2,0.19767441860465115,0,0,67
16,82,2,0,1,81,2,1,2,2,1,0,0,2,0.1951219512195122,0,0,68
28,65,2,2,1,64,2,6,2,0,1,0,2,2,0.4307692307692308,0,0,70
16,99,1,2,1,55,2,1,0,2,1,1,0,0,0.2857142857142857,0,0,67
12,90,2,0,0,61,1,2,2,0,1,0,0,2,0.1935483870967742,1,0,67
16,91,2,2,1,91,2,1,2,2,1,0,1,1,0.17391304347826086,0,0,68
26,65,1,2,1,67,2,4,0,2,0,0,1,1,0.38235294117647056,0,0,65
19,66,2,2,0,83,2,2,2,0,1,0,1,2,0.2261904761904762,0,0,65
20,68,2,2,1,89,2,0,2,0,2,0,1,0,0.2222222222222222,0,0,65
14,94,0,2,0,74,2,1,0,2,2,0,0,2,0.18666666666666668,0,0,70
25,98,2,2,1,84,2,1,2,0,1,0,2,2,0.29411764705882354,0,0,73
18,85,2,0,1,95,0,2,1,1,2,0,0,2,0.1875,1,0,70
21,80,2,0,1,78,2,1,2,0,1,0,1,2,0.26582278481012656,0,0,69
32,88,1,2,0,58,1,3,1,0,0,0,1,1,0.5423728813559322,0,0,69
20,80,2,1,0,65,0,1,2,2,2,0,0,0,0.30303030303030304,0,0,66
23,79,1,2,1,70,2,3,2,0,0,0,2,1,0.323943661971831,0,0,68
25,69,2,2,1,88,0,0,1,2,0,0,0,2,0.2808988764044944,0,0,66
18,76,2,2,0,66,0,1,0,0,2,0,1,2,0.26865671641791045,0,0,66
18,74,2,1,1,67,0,2,1,0,1,0,1,2,0.2647058823529412,0,0,64
19,93,0,0,0,80,2,1,2,2,1,0,0,1,0.2345679012345679,0,0,71
25,74,0,0,1,88,2,3,2,0,1,1,1,2,0.2808988764044944,1,0,70
33,93,0,0,1,98,1,0,2,2,0,1,1,2,0.3333333333333333,0,0,74
24,67,0,1,0,86,2,6,1,2,2,1,2,1,0.27586206896551724,0,1,67
26,83,0,1,0,52,2,0,1,0,0,0,1,2,0.49056603773584906,0,0,67
14,82,1,2,1,95,2,1,1,2,1,0,2,1,0.14583333333333334,0,0,66
19,90,2,2,0,68,1,0,0,2,0,0,1,1,0.2753623188405797,0,0,66
14,82,2,0,1,94,1,2,1,0,0,0,0,0,0.14736842105263157,1,0,67
16,79,2,0,1,66,0,2,2,2,1,0,0,1,0.23880597014925373,1,0,67
23,64,2,2,0,51,2,1,2,2,2,0,0,2,0.4423076923076923,0,0,64
21,63,2,2,1,64,2,0,1,2,0,0,1,2,0.3230769230769231,0,0,62
31,65,2,1,1,71,2,1,1,2,1,0,1,1,0.4305555555555556,0,0,65
22,64,0,2,0,77,2,1,0,2,0,0,0,2,0.28205128205128205,0,0,65
14,93,2,2,0,80,1,2,1,2,2,0,2,2,0.1728395061728395,0,0,69
